"MCHR1_HUMAN","SO","red"
"MCHR2_HUMAN","SO","red"
"NPBW1_HUMAN","SO","red"
"NPBW2_HUMAN","SO","red"
"OPRD_HUMAN","SO","red"
"OPRK_HUMAN","SO","red"
"OPRM_HUMAN","SO","red"
"OPRX_HUMAN","SO","red"
"SSR1_HUMAN","SO","red"
"SSR2_HUMAN","SO","red"
"SSR3_HUMAN","SO","red"
"SSR4_HUMAN","SO","red"
"SSR5_HUMAN","SO","red"
"UR2R_HUMAN","SO","red"
"AGTR1_HUMAN","CHEM","blue"
"AGTR2_HUMAN","CHEM","blue"
"APJ_HUMAN","CHEM","blue"
"BKRB1_HUMAN","CHEM","blue"
"BKRB2_HUMAN","CHEM","blue"
"C3AR_HUMAN","CHEM","blue"
"C5AR_HUMAN","CHEM","blue"
"C5ARL_HUMAN","CHEM","blue"
"CCBP2_HUMAN","CHEM","blue"
"CCR1_HUMAN","CHEM","blue"
"CCR10_HUMAN","CHEM","blue"
"CCR2_HUMAN","CHEM","blue"
"CCR3_HUMAN","CHEM","blue"
"CCR4_HUMAN","CHEM","blue"
"CCR5_HUMAN","CHEM","blue"
"CCR6_HUMAN","CHEM","blue"
"CCR7_HUMAN","CHEM","blue"
"CCR8_HUMAN","CHEM","blue"
"CCR9_HUMAN","CHEM","blue"
"CCRL1_HUMAN","CHEM","blue"
"CCRL2_HUMAN","CHEM","blue"
"CML1_HUMAN","CHEM","blue"
"CX3C1_HUMAN","CHEM","blue"
"CXCR1_HUMAN","CHEM","blue"
"CXCR2_HUMAN","CHEM","blue"
"CXCR3_HUMAN","CHEM","blue"
"CXCR4_HUMAN","CHEM","blue"
"CXCR5_HUMAN","CHEM","blue"
"CXCR6_HUMAN","CHEM","blue"
"CXCR7_HUMAN","CHEM","blue"
"FPR1_HUMAN","CHEM","blue"
"FPR2_HUMAN","CHEM","blue"
"FPR3_HUMAN","CHEM","blue"
"GP152_HUMAN","CHEM","blue"
"GP182_HUMAN","CHEM","blue"
"GPR1_HUMAN","CHEM","blue"
"GPR15_HUMAN","CHEM","blue"
"GPR25_HUMAN","CHEM","blue"
"GPR32_HUMAN","CHEM","blue"
"GPR33_HUMAN","CHEM","blue"
"GPR44_HUMAN","CHEM","blue"
"LT4R1_HUMAN","CHEM","blue"
"LT4R2_HUMAN","CHEM","blue"
"RL3R1_HUMAN","CHEM","blue"
"RL3R2_HUMAN","CHEM","blue"
"XCR1_HUMAN","CHEM","blue"
"GPER_HUMAN","CHEM","blue"
"CLTR1_HUMAN","PUR","green"
"CLTR2_HUMAN","PUR","green"
"FFAR1_HUMAN","PUR","green"
"FFAR2_HUMAN","PUR","green"
"FFAR3_HUMAN","PUR","green"
"GP132_HUMAN","PUR","green"
"GP141_HUMAN","PUR","green"
"GP171_HUMAN","PUR","green"
"GP174_HUMAN","PUR","green"
"GP183_HUMAN","PUR","green"
"GPR17_HUMAN","PUR","green"
"GPR18_HUMAN","PUR","green"
"GPR20_HUMAN","PUR","green"
"GPR31_HUMAN","PUR","green"
"GPR34_HUMAN","PUR","green"
"GPR35_HUMAN","PUR","green"
"GPR4_HUMAN","PUR","green"
"GPR55_HUMAN","PUR","green"
"GPR81_HUMAN","PUR","green"
"GPR82_HUMAN","PUR","green"
"GPR87_HUMAN","PUR","green"
"LPAR4_HUMAN","PUR","green"
"LPAR5_HUMAN","PUR","green"
"NIAR1_HUMAN","PUR","green"
"OGR1_HUMAN","PUR","green"
"OXER1_HUMAN","PUR","green"
"OXGR1_HUMAN","PUR","green"
"P2RY1_HUMAN","PUR","green"
"P2RY2_HUMAN","PUR","green"
"P2RY4_HUMAN","PUR","green"
"P2RY5_HUMAN","PUR","green"
"P2RY6_HUMAN","PUR","green"
"P2RY8_HUMAN","PUR","green"
"P2Y10_HUMAN","PUR","green"
"P2Y11_HUMAN","PUR","green"
"P2Y12_HUMAN","PUR","green"
"P2Y13_HUMAN","PUR","green"
"P2Y14_HUMAN","PUR","green"
"PAR1_HUMAN","PUR","green"
"PAR2_HUMAN","PUR","green"
"PAR3_HUMAN","PUR","green"
"PAR4_HUMAN","PUR","green"
"PSYR_HUMAN","PUR","green"
"PTAFR_HUMAN","PUR","green"
"SUCR1_HUMAN","PUR","green"
"Q5KU21_HUMAN","PUR","green"
"BRS3_HUMAN","PEP","forestgreen"
"CCKAR_HUMAN","PEP","forestgreen"
"EDNRA_HUMAN","PEP","forestgreen"
"EDNRB_HUMAN","PEP","forestgreen"
"ETBR2_HUMAN","PEP","forestgreen"
"GALR1_HUMAN","PEP","forestgreen"
"GALR2_HUMAN","PEP","forestgreen"
"GALR3_HUMAN","PEP","forestgreen"
"GASR_HUMAN","PEP","forestgreen"
"GHSR_HUMAN","PEP","forestgreen"
"GNRHR_HUMAN","PEP","forestgreen"
"GNRR2_HUMAN","PEP","forestgreen"
"GP151_HUMAN","PEP","forestgreen"
"GP173_HUMAN","PEP","forestgreen"
"GPR19_HUMAN","PEP","forestgreen"
"GPR27_HUMAN","PEP","forestgreen"
"GPR37_HUMAN","PEP","forestgreen"
"GPR39_HUMAN","PEP","forestgreen"
"GPR83_HUMAN","PEP","forestgreen"
"GPR84_HUMAN","PEP","forestgreen"
"GPR85_HUMAN","PEP","forestgreen"
"GRPR_HUMAN","PEP","forestgreen"
"KISSR_HUMAN","PEP","forestgreen"
"MTLR_HUMAN","PEP","forestgreen"
"NK1R_HUMAN","PEP","forestgreen"
"NK2R_HUMAN","PEP","forestgreen"
"NK3R_HUMAN","PEP","forestgreen"
"NMBR_HUMAN","PEP","forestgreen"
"NMUR1_HUMAN","PEP","forestgreen"
"NMUR2_HUMAN","PEP","forestgreen"
"NPFF1_HUMAN","PEP","forestgreen"
"NPFF2_HUMAN","PEP","forestgreen"
"NPSR1_HUMAN","PEP","forestgreen"
"NPY1R_HUMAN","PEP","forestgreen"
"NPY2R_HUMAN","PEP","forestgreen"
"NPY4R_HUMAN","PEP","forestgreen"
"NPY5R_HUMAN","PEP","forestgreen"
"NTR1_HUMAN","PEP","forestgreen"
"NTR2_HUMAN","PEP","forestgreen"
"OX1R_HUMAN","PEP","forestgreen"
"OX2R_HUMAN","PEP","forestgreen"
"OXYR_HUMAN","PEP","forestgreen"
"PKR1_HUMAN","PEP","forestgreen"
"PKR2_HUMAN","PEP","forestgreen"
"PRLHR_HUMAN","PEP","forestgreen"
"QRFPR_HUMAN","PEP","forestgreen"
"TRFR_HUMAN","PEP","forestgreen"
"V1AR_HUMAN","PEP","forestgreen"
"V1BR_HUMAN","PEP","forestgreen"
"V2R_HUMAN","PEP","forestgreen"
"GP120_HUMAN","UC","black"
"GP161_HUMAN","UC","black"
"GP176_HUMAN","PEP","forestgreen"
"GP101_HUMAN","PEP","forestgreen"
"GP135_HUMAN","PEP","forestgreen"
"Q5KU14_HUMAN","UC","black"
"MTR1A_HUMAN","MTN","grey"
"MTR1B_HUMAN","MTN","grey"
"MTR1L_HUMAN","MTN","grey"
"OPN3_HUMAN","OPN","orange"
"OPN4_HUMAN","OPN","orange"
"OPN5_HUMAN","OPN","orange"
"OPSB_HUMAN","OPN","orange"
"OPSD_HUMAN","OPN","orange"
"OPSR_HUMAN","OPN","orange"
"OPSX_HUMAN","OPN","orange"
"RGR_HUMAN","OPN","orange"
"FSHR_HUMAN","LGR","yellow"
"LGR4_HUMAN","LGR","yellow"
"LGR5_HUMAN","LGR","yellow"
"LGR6_HUMAN","LGR","yellow"
"LSHR_HUMAN","LGR","yellow"
"RXFP1_HUMAN","LGR","yellow"
"RXFP2_HUMAN","LGR","yellow"
"TSHR_HUMAN","LGR","yellow"
"PD2R_HUMAN","PTG","turquoise"
"PE2R1_HUMAN","PTG","turquoise"
"PE2R2_HUMAN","PTG","turquoise"
"PE2R3_HUMAN","PTG","turquoise"
"PE2R4_HUMAN","PTG","turquoise"
"PF2R_HUMAN","PTG","turquoise"
"PI2R_HUMAN","PTG","turquoise"
"TA2R_HUMAN","PTG","turquoise"
"MAS_HUMAN","MRG","magenta"
"MAS1L_HUMAN","MRG","magenta"
"MRGRD_HUMAN","MRG","magenta"
"MRGRE_HUMAN","MRG","magenta"
"MRGRF_HUMAN","MRG","magenta"
"MRGRG_HUMAN","MRG","magenta"
"MRGX1_HUMAN","MRG","magenta"
"MRGX2_HUMAN","MRG","magenta"
"MRGX3_HUMAN","MRG","magenta"
"MRGX4_HUMAN","MRG","magenta"
"ACTHR_HUMAN","MEC","salmon"
"MC3R_HUMAN","MEC","salmon"
"MC4R_HUMAN","MEC","salmon"
"MC5R_HUMAN","MEC","salmon"
"MSHR_HUMAN","MEC","salmon"
"CNR1_HUMAN","MEC","salmon"
"CNR2_HUMAN","MEC","salmon"
"GPR12_HUMAN","MEC","salmon"
"GPR3_HUMAN","MEC","salmon"
"GPR6_HUMAN","MEC","salmon"
"LPAR1_HUMAN","MEC","salmon"
"LPAR2_HUMAN","MEC","salmon"
"LPAR3_HUMAN","MEC","salmon"
"S1PR1_HUMAN","MEC","salmon"
"S1PR2_HUMAN","MEC","salmon"
"S1PR3_HUMAN","MEC","salmon"
"S1PR4_HUMAN","MEC","salmon"
"S1PR5_HUMAN","MEC","salmon"
"GP119_HUMAN","MEC","salmon"
"AA1R_HUMAN","AD","maroon"
"AA2AR_HUMAN","AD","maroon"
"AA2BR_HUMAN","AD","maroon"
"AA3R_HUMAN","AD","maroon"
"5HT1A_HUMAN","AMIN","skyblue4"
"5HT1B_HUMAN","AMIN","skyblue4"
"5HT1D_HUMAN","AMIN","skyblue4"
"5HT1E_HUMAN","AMIN","skyblue4"
"5HT1F_HUMAN","AMIN","skyblue4"
"5HT2A_HUMAN","AMIN","skyblue4"
"5HT2B_HUMAN","AMIN","skyblue4"
"5HT2C_HUMAN","AMIN","skyblue4"
"5HT4R_HUMAN","AMIN","skyblue4"
"5HT5A_HUMAN","AMIN","skyblue4"
"5HT6R_HUMAN","AMIN","skyblue4"
"5HT7R_HUMAN","AMIN","skyblue4"
"ADA1A_HUMAN","AMIN","skyblue4"
"ADA1B_HUMAN","AMIN","skyblue4"
"ADA1D_HUMAN","AMIN","skyblue4"
"ADA2A_HUMAN","AMIN","skyblue4"
"ADA2B_HUMAN","AMIN","skyblue4"
"ADA2C_HUMAN","AMIN","skyblue4"
"ADRB1_HUMAN","AMIN","skyblue4"
"ADRB2_HUMAN","AMIN","skyblue4"
"ADRB3_HUMAN","AMIN","skyblue4"
"DRD1_HUMAN","AMIN","skyblue4"
"DRD2_HUMAN","AMIN","skyblue4"
"DRD3_HUMAN","AMIN","skyblue4"
"DRD4_HUMAN","AMIN","skyblue4"
"DRD5_HUMAN","AMIN","skyblue4"
"HRH1_HUMAN","AMIN","skyblue4"
"HRH2_HUMAN","AMIN","skyblue4"
"HRH3_HUMAN","AMIN","skyblue4"
"HRH4_HUMAN","AMIN","skyblue4"
"TAAR1_HUMAN","AMIN","skyblue4"
"TAAR2_HUMAN","AMIN","skyblue4"
"TAAR3_HUMAN","AMIN","skyblue4"
"TAAR5_HUMAN","AMIN","skyblue4"
"TAAR6_HUMAN","AMIN","skyblue4"
"TAAR8_HUMAN","AMIN","skyblue4"
"TAAR9_HUMAN","AMIN","skyblue4"
"ACM1_HUMAN","AMIN","skyblue4"
"ACM2_HUMAN","AMIN","skyblue4"
"ACM3_HUMAN","AMIN","skyblue4"
"ACM4_HUMAN","AMIN","skyblue4"
"ACM5_HUMAN","AMIN","skyblue4"
"GP142_HUMAN","UC","black"
"GP146_HUMAN","UC","black"
"GP148_HUMAN","UC","black"
"GP160_HUMAN","UC","black"
"GPBAR_HUMAN","UC","black"
"GPR22_HUMAN","UC","black"
"GPR26_HUMAN","UC","black"
"GPR62_HUMAN","UC","black"
"GPR63_HUMAN","UC","black"
"GPR75_HUMAN","UC","black"
"GPR78_HUMAN","UC","black"
"GPR88_HUMAN","UC","black"
"GP139_HUMAN","UC","black"
"GPR21_HUMAN","UC","black"
"GPR45_HUMAN","UC","black"
"GPR52_HUMAN","UC","black"
"GPR61_HUMAN","UC","black"
"GP150_HUMAN","UC","black"
